# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1     0     0     0     0
    1     0     0     0     0
    1     0     0     0     0
    1     6     0     0     0
    1    47    31     0     0
    1    47    31     0     0
    1    48    32     0     0
    1    48    31     0     0
    1    48    31     0     0
    1    48    32     0     0
    1    48    31     0     0
    1    48    31     0     0
    1    48    31     0     0
    1    48    32     0     0
    1    48    32     0     0
    1    48    31     0     0
    1    49    32     0     0
    1    48    32     0     0
    1    48    31     0     0
    1    48    32     0     0
    1    48    31     0     0
    1    48    31     0     0
    1    48    32     0     0
    1    48    32     0     0
    1    48    32     0     0
    1    48    32     0     0
    1    48    32     0     0
    1    48    32     0     0
    1    49    32     0     0
    1    48    31     0     0
    1    48    31     0     0
    1    48    32     0     0
    1    48    31     0     0
    1    47    31     0     0
    1    48    31     0     0
    1    48    32     0     0
    1    48    31     0     0
    1    48    31     0     0
    1    48    32     0     0
    1    49    32     0     0
    1    48    31     0     0
    1    48    32     0     0
    1    48    31     0     0
    1    48    31     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1    48    32     0     0
    1    48    31     0     0
    1    48    31     0     0
    1    48    32     0     0
    1    48    31     0     0
    1    47    31     0     0
    1    47    31     0     0
    1    48    31     0     0
    1    47    31     0     0
    1    47    31     0     0
    1    48    31     0     0
    1    47    31     0     0
    1    47    31     0     0
    1    48    31     0     0
    1    48    31     0     0
    1    47    31     0     0
    1    48    32     0     0
    1    48    31     0     0
    1    47    31     0     0
    1    48    31     0     0
    1     0     0     0     0
    1     0     0     0     0
