# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0     0     0     0     0
    0     0     0     0     0
    0     0     0     0     0
    0     0     0     0     0
    0    77    49     0     0
    0    78    49     0     0
    0    78    49     0     0
    0    78    49     0     0
    0    75    48     0     0
    0    78    49     0     0
    0    78    49     0     0
    0    79    49     0     0
    0    79    49     0     0
    0    78    49     0     0
    0    79    49     0     0
    0    78    49     0     0
    0    76    50     0     0
    0    78    49     0     0
    0    76    50     0     0
    0    76    50     0     0
    0    77    49     0     0
    0    76    50     0     0
    0    77    50     0     0
    0    77    50     0     0
    0    76    49     0     0
    0    77    50     0     0
    0    76    49     0     0
    0    76    49     0     0
    0    79    49     0     0
    0    79    49     0     0
    0    79    49     0     0
    0    79    49     0     0
    0    79    49     0     0
    0    79    49     0     0
    0    79    49     0     0
    0    79    49     0     0
    0    79    49     0     0
    0    79    49     0     0
    0    79    49     0     0
    0    78    49     0     0
    0    76    49     0     0
    0    77    50     0     0
    0    75    48     0     0
    0    77    50     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0    76    49     0     0
    0    76    51     0     0
    0    76    50     0     0
    0    78    50     0     0
    0    76    50     0     0
    0    78    50     0     0
    0    77    50     0     0
    0    76    50     0     0
    0    77    50     0     0
    0    75    50     0     0
    0    76    49     0     0
    0    76    49     0     0
    0    76    49     0     0
    0    72    48     0     0
    0    78    49     0     0
    0    79    49     0     0
    0    71    47     0     0
    0    78    49     0     0
    0    78    49     0     0
    0    79    49     0     0
    0    73    46     0     0
    0    13     6     0     0
